2.5649,4.3694,2.7726,3.4965,3.2189,2.7081,3.0445,2.9444,2.1972,2.8904,3.1355,3.1355,2.9444,3.3673,2.8332,2.7081,3.1355,3.1355,3.0445,2.1972,3.7136,4.0073,4.1897,4.2047,4.2341,4.2627,4.3944,4.0073,4.3694,4.1744,4.5643,4.4427,4.8598,5.8636,6.7370,6.6946,5.8141,4.8363,4.3175,4.2341,4.3307,4.3175,4.2195,4.3307,3.8067,4.2341,4.5850,4.2627,3.8067,3.4965,3.2189,2.1972,3.3673,3.1355,2.9444,2.5649,4.4659,3.7377,3.3673,2.8332,3.1355,2.7081,3.0445,3.0445,3.3673,3.2189,3.2189,3.0445,4.2195
3.3673,3.6109,2.9957,3.0445,3.2189,2.5649,3.0445,2.8332,2.8332,3.1355,2.7081,2.7081,3.4340,3.0445,2.8332,3.0445,2.3979,3.3673,3.0445,2.7081,3.4965,4.0073,4.3567,4.1589,4.5643,4.5951,4.7095,4.6913,4.8122,4.9127,4.9488,5.1059,5.1705,5.7589,5.6204,5.5094,5.8551,5.3891,4.8978,4.8828,4.7875,4.8442,4.8203,4.5433,4.5109,4.5850,4.6151,4.1109,4.1271,3.4657,2.9444,2.7081,3.2189,2.3979,2.9444,3.1355,4.6821,4.3567,4.3820,3.8712,3.5553,3.8501,3.8918,3.3673,3.7136,3.2189,3.4965,3.7842,4.3041
2.9444,3.4012,2.7081,3.1355,2.8332,2.8332,2.8332,3.0445,2.8332,3.2189,3.0445,3.4340,2.8332,3.0445,2.9444,2.3979,2.8332,3.7612,3.2189,3.3322,3.1355,4.0073,4.0775,4.4188,4.7005,4.6728,5.0499,5.1818,5.4027,5.4250,5.5215,5.6095,5.7430,6.0403,5.1417,5.0039,6.1334,5.7838,5.5294,5.3936,5.3706,5.3613,5.0876,4.8122,4.9628,4.9698,4.6913,4.3438,4.0775,3.4012,2.9444,2.8332,3.2958,2.8904,3.0445,2.9957,3.7136,2.3979,2.9444,3.1355,3.2958,2.7081,2.7081,2.3979,2.5649,2.3979,3.0445,3.4340,3.8501
2.5649,2.8332,2.3979,2.5649,2.8332,2.8332,3.1781,2.8332,3.1355,3.4340,3.4340,2.9444,3.2581,3.4965,2.8904,3.0445,2.8332,3.5835,3.0445,3.6376,3.0910,3.9120,4.6151,4.7958,5.0562,5.3423,5.5255,5.5872,5.5759,6.0845,5.9428,5.8721,5.9296,4.8283,4.9558,4.8203,4.8675,5.8805,5.6870,5.8833,5.9661,5.6312,5.5053,5.3181,5.3279,5.1475,4.7707,4.4188,4.0254,3.4340,3.3322,2.8332,3.2958,3.0445,3.1355,2.5649,3.2958,3.2189,2.9957,3.2189,2.9444,2.8904,2.5649,3.0445,2.1972,1.9459,2.7081,2.9444,2.9444
2.1972,2.5649,2.5649,2.5649,2.5649,2.9444,2.5649,3.2189,2.9444,3.0445,2.8332,3.3673,3.2958,2.9444,3.1355,2.9444,2.5649,3.2189,3.0445,3.5264,3.5264,4.4427,4.6052,4.7536,5.3706,5.5722,5.8749,5.9814,5.9454,6.0186,5.6058,5.4027,6.2953,4.6540,4.7095,4.7362,4.6250,6.2046,5.2781,5.5215,5.8201,5.8319,5.8319,5.6937,5.4116,5.3891,4.8363,4.4773,4.2767,3.7377,3.3673,3.0445,3.2958,2.3979,2.8332,3.2189,3.2189,2.7081,3.2189,3.2958,2.9444,3.0445,3.1355,2.7081,2.1972,2.7081,2.1972,2.1972,2.1972
2.5649,2.8332,2.3979,2.1972,3.2189,2.7081,3.1355,3.2958,3.5553,2.9444,3.5264,3.1355,3.0910,2.8332,3.0445,2.8904,2.8332,3.3673,2.9444,3.2189,3.8067,4.3307,4.7707,5.3375,5.5645,5.9216,6.0568,6.2086,6.1247,6.0450,5.2470,5.1240,5.0434,4.8903,4.9273,4.7274,4.6913,5.0039,5.0173,5.0434,6.0137,5.8861,6.0331,5.8693,5.6971,5.6971,5.0370,4.8598,4.1897,4.0073,3.6109,2.3979,2.9444,2.8332,2.9444,2.7081,2.7081,3.1781,2.8332,3.0445,2.9444,2.8332,2.7081,2.9444,2.9444,3.1355,2.1972,2.7081,2.5649
2.9444,3.0445,2.1972,2.5649,2.5649,2.1972,2.9444,3.0445,3.1781,3.4965,3.4340,2.8332,3.4340,3.3673,3.1781,2.9957,2.3979,3.2189,3.3322,3.3322,4.3944,4.7875,5.1180,5.4681,5.6971,5.9989,6.2226,6.3750,6.2653,6.1924,5.3132,4.9416,4.6821,4.7362,4.9767,4.8520,4.7005,4.9053,4.9972,5.1648,6.1717,6.1070,6.1048,5.8777,5.7236,5.4072,5.3230,5.0999,4.7622,3.9703,3.9318,3.0445,3.1781,3.1781,2.7081,3.2189,3.1355,3.0910,3.4340,3.4340,3.5553,3.0445,3.0445,2.5649,3.0445,2.7081,2.1972,2.6391,2.8332
1.9459,2.5649,2.3979,2.3979,2.7081,1.9459,2.7081,2.8332,2.8332,3.4012,3.2189,3.2189,3.2958,3.2958,3.2958,2.8332,3.0445,3.1355,3.6109,3.8918,4.8598,5.4510,5.5294,5.7004,5.7900,5.9454,6.2729,6.4378,6.4862,6.4473,5.5255,4.8442,4.8978,4.8903,4.9053,5.0304,4.7958,4.6250,4.6821,5.3613,6.2879,6.2953,6.1924,5.8972,5.6664,5.5568,5.3936,5.3613,5.1533,4.8040,3.9318,3.3673,3.1355,2.3979,3.0445,3.0445,3.2581,3.4965,3.6636,3.6109,3.0445,3.2958,3.6636,2.5649,2.5649,2.3979,2.5649,2.7081,1.9459
2.3979,2.8332,2.3979,2.3979,2.8332,2.1972,2.1972,3.0445,2.5649,3.5553,3.2958,3.3673,3.4012,2.8332,3.2581,3.2958,3.0445,3.3673,3.7612,4.1431,5.0304,6.0568,5.9532,5.7838,5.9081,6.0426,6.1442,6.1026,6.6201,6.6606,6.3801,5.0370,5.0239,5.0626,5.1874,5.2095,5.0499,4.9558,4.7362,6.3044,6.5117,6.4583,5.8201,5.9081,5.7170,5.6664,5.4972,5.5568,5.6525,4.6913,4.0431,3.5553,3.4340,2.8332,3.1355,3.1355,3.2189,3.4012,3.2189,3.4340,2.9444,3.5553,3.4965,3.0445,2.5649,2.3979,2.3979,1.9459,2.5649
2.5649,2.3979,2.3979,1.9459,2.3979,2.3979,2.8332,2.7081,2.5649,3.5553,3.4340,3.3673,3.2958,3.2189,3.2581,3.1355,3.2581,3.4657,3.6889,4.3694,5.1985,5.7807,5.4467,5.0999,5.9789,6.0913,6.1527,5.7991,5.9738,6.5117,6.3474,5.1648,5.0938,5.1705,5.4765,5.2095,5.2627,4.9488,5.0106,6.3261,6.3099,5.7104,5.6204,5.7714,5.7430,5.6630,4.9972,5.0239,5.6021,5.1299,4.5747,3.9703,3.4340,3.0910,2.8332,3.2958,3.2189,3.2958,3.3673,3.8918,3.6636,3.4340,3.2958,2.5649,3.0910,2.5649,2.3979,2.3979,2.5649
2.5649,2.3979,2.5649,1.9459,2.1972,2.3979,2.7081,2.5649,3.2958,3.4340,2.8332,3.3673,3.8501,3.1355,3.0445,2.9957,3.2189,3.8712,3.8501,4.7449,5.0370,5.4553,5.7038,5.0562,5.0370,5.3327,5.3083,5.4638,5.2095,5.4765,6.5410,5.1591,5.0876,5.3423,5.4723,5.5491,5.2627,4.9698,5.0752,6.3456,5.2627,4.9345,5.0106,5.1120,4.9200,4.9698,4.8675,5.4027,5.2364,4.9053,4.7274,4.2905,3.2958,3.4657,3.2189,3.2958,3.0445,3.4657,3.6109,3.2958,3.6109,3.3673,3.4340,2.5649,2.9444,2.3979,2.3979,2.1972,2.7081
2.3979,3.8501,4.2905,4.3694,3.0910,2.8332,2.1972,2.3979,2.5649,3.4965,3.5553,2.9957,3.2189,3.4340,3.6109,3.4340,3.5553,3.5553,4.1109,4.6821,5.0938,5.4424,5.5683,5.0106,4.8598,4.6347,4.6444,4.9127,4.9836,5.0370,5.3613,5.2204,5.2781,5.4424,5.7268,5.6419,5.4424,5.3753,5.2149,5.1930,5.1240,4.8903,4.7095,4.6913,4.9053,4.6821,4.8903,5.3471,5.1180,5.2095,4.8978,4.5109,3.6636,3.2958,2.9444,3.0445,3.6109,3.2958,3.3322,3.2958,3.5553,3.5835,2.9444,2.8332,2.3979,2.8332,2.1972,2.6391,2.9444
2.1972,5.0999,3.4965,3.6109,4.6347,3.6109,2.1972,2.7081,2.9444,3.4340,3.8501,3.7612,3.4340,3.7136,3.4340,3.1355,3.2581,3.7612,4.6728,5.0106,5.3230,5.3566,5.5984,5.2095,4.8040,4.6444,4.6052,4.8520,4.7707,5.1059,5.0876,5.3936,5.4889,5.5530,5.9713,5.9054,5.5175,5.4424,5.2575,5.1120,5.0370,4.9628,4.8675,4.7707,4.8040,4.8122,5.1417,5.3706,5.1475,5.1533,5.0304,4.6728,3.3673,3.0445,2.9444,2.8332,3.5553,3.4340,3.3673,3.4965,3.5835,3.4340,2.8332,3.3673,2.9444,2.7081,2.1972,2.6391,2.9444
2.6391,4.5951,3.5264,3.5553,5.1818,5.1533,2.9444,2.8332,2.8332,3.6636,3.8501,4.1744,3.8712,3.8501,3.2958,3.5835,3.0445,3.6636,4.5747,4.9558,5.2627,5.6454,5.7004,6.1247,5.0039,4.6821,4.7622,4.5850,4.7005,5.0304,5.2781,5.4723,5.4889,5.6904,6.0707,6.0039,5.6454,5.5094,5.3519,5.2575,5.2523,5.0499,4.8752,4.8903,4.7536,4.9836,5.8021,5.3982,5.4072,5.1818,5.0499,4.8040,3.8501,2.7081,3.4340,3.4965,3.2189,3.4965,3.4965,3.6636,3.6109,3.6889,3.1355,2.3979,3.1355,2.8332,2.3979,2.1972,2.1972
2.9444,4.1109,4.3944,4.4188,4.7958,5.0626,3.0445,3.0910,3.6376,3.3673,4.3820,4.9200,4.5951,3.7377,3.8712,3.4340,3.4012,3.9318,4.3694,4.7095,5.3375,5.9162,5.1874,4.8675,4.8203,4.6634,4.8283,4.7274,4.8442,5.1120,5.0039,5.2364,5.5134,5.5013,5.9915,6.1463,5.7683,5.5984,5.4931,5.2679,5.2149,5.0562,4.9345,4.8442,4.6821,4.8283,4.8978,4.9273,5.6312,5.3519,5.1761,4.8598,3.2958,2.8332,3.4657,3.2958,2.8332,3.7612,3.6636,3.4965,3.2189,3.2189,2.9444,3.1355,3.0445,2.5649,2.8332,2.1972,2.7081
