6,8,7,3,3,1,3,1,2,5,6,1,3,7,1,1,6,2,6,2,1,1,2,3,4,3,6,3,3,3,6,6,3,13,6,8,7,9,10,8,10,13,17,13,24,31,36,77,61,35,22,19,14,12,8,11,7,7,5,7,5,4,9,6,4,5,8,7,3,5,3,1,4,2,3,2,3,1,5,3,5,2,1,1,1,2,2,5,2,4
1,3,1,3,1,3,1,8,3,9,5,5,14,8,7,4,3,2,4,1,2,3,2,3,6,5,4,8,3,6,7,5,2,6,8,9,12,13,6,8,10,8,14,9,22,17,41,49,38,27,19,14,16,14,6,4,5,1,4,5,6,2,4,2,13,5,3,8,5,3,5,3,1,2,1,3,1,1,1,1,4,4,1,4,1,5,5,5,4,4
4,3,3,1,2,4,1,1,6,5,6,3,3,6,6,9,5,8,7,1,4,6,3,7,4,15,11,2,4,3,9,4,5,6,3,6,5,8,12,4,7,9,10,6,8,11,12,42,18,28,15,17,11,5,5,3,5,3,4,3,5,6,4,2,12,3,2,5,4,3,5,2,2,6,3,4,1,4,3,4,3,3,2,3,2,1,3,12,3,6
3,3,4,3,4,1,3,2,5,8,14,8,19,6,2,10,9,4,7,1,1,0,3,4,9,9,5,6,5,1,5,3,2,9,2,4,7,8,4,8,5,5,10,8,7,12,12,29,15,34,10,11,9,10,6,1,7,4,5,5,3,1,6,4,4,5,4,6,8,4,4,2,2,2,1,3,3,13,9,7,6,3,4,6,1,1,1,8,11,4
5,2,4,4,4,4,3,4,3,3,1,1,4,3,1,3,3,4,2,3,4,5,2,5,6,7,4,3,7,5,4,1,5,6,2,7,10,10,7,4,6,6,6,7,8,8,10,20,15,15,7,9,5,4,2,4,4,8,4,4,14,10,4,4,3,1,1,2,2,3,4,2,3,2,2,1,1,2,5,5,6,1,3,4,7,3,6,11,9,11
5,4,3,3,4,3,4,6,7,1,4,9,3,1,5,4,5,2,1,1,2,2,1,4,7,4,5,3,2,4,5,3,3,2,4,3,7,7,3,1,6,5,5,3,9,8,13,33,13,17,6,8,3,4,2,5,1,4,3,10,5,7,1,2,2,3,2,2,1,4,1,1,1,1,2,3,3,6,4,5,4,3,1,4,3,4,7,4,3,5
6,8,4,3,3,3,3,3,2,4,2,1,2,2,5,1,1,1,3,3,3,4,2,3,5,3,2,1,3,3,6,6,6,2,6,7,3,7,4,9,4,4,5,2,3,10,7,16,7,8,3,3,4,5,3,4,3,3,6,6,11,2,1,3,2,2,4,2,4,2,5,1,1,2,2,2,1,7,1,4,3,1,3,3,2,3,11,3,6,7
4,5,3,5,1,6,3,1,6,4,4,4,10,2,1,2,1,4,3,1,3,1,7,5,1,3,2,1,5,6,2,4,4,5,8,5,4,6,2,2,2,4,4,1,4,5,12,13,5,6,2,5,5,6,2,5,2,3,5,5,7,3,1,1,4,2,2,2,2,2,3,1,1,1,2,2,2,5,7,2,1,1,4,4,5,4,3,10,6,4
5,1,4,1,3,3,2,6,8,13,10,5,6,4,2,2,1,3,5,2,3,1,1,2,2,10,4,8,5,9,8,8,12,6,4,7,9,5,3,4,3,2,2,5,6,2,12,15,5,9,6,9,3,4,2,1,1,4,2,2,2,6,2,1,2,1,1,0,1,2,4,3,1,1,1,2,1,6,3,2,5,4,2,1,3,3,4,3,7,5
2,3,3,6,4,3,9,6,11,8,8,4,11,5,1,0,3,4,3,2,4,2,5,1,5,7,10,15,13,10,8,19,6,17,14,11,17,9,7,4,3,3,5,3,4,9,6,14,11,13,5,5,2,4,2,2,2,3,1,2,2,2,1,3,1,2,1,3,3,3,2,2,2,3,2,1,8,7,9,3,3,1,5,3,2,2,1,7,4,8
